Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Lesotho,LSO,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,50.356,48.958,48.489,48.252,48.441,48.426
Lesotho,LSO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,18.795,19.098,20.585,20.414,18.886,18.582
Lesotho,LSO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,22.1311475409836,23.3333333333333,23.3333333333333,23.3333333333333,26.4462809917355,26.4462809917355
Lesotho,LSO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,57.055,57.674,57.669,56.796,59.43,60.007
Lesotho,LSO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,80.001,76.564,74.143,73.048,71.785,70.642
Lesotho,LSO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,491,467,529,577,477,478
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,692.203127129794,658.164180770507,616.787867006715,667.96610514319,744.617175237387,799.194470229642
Liberia,LBR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..,..,37.0220985412598,..,..,..
Liberia,LBR,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..,..,..,..,..,..
Liberia,LBR,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,72.024,72.08,71.393,71.703,71.919,71.966
